Time	GLC	ATP	G6P	ADP	F6P	FBP
423.38	-0.000374286537230539	-0.00770221356951113	-0.00657406070224238	0.00770221356951113	-0.000379579792807663	0.00732792703228059
425.6	-0.000349848616577526	-0.00762874257772803	-0.00655285474682697	0.00762874257772803	-0.000376190597746001	0.0072788939611505
427.82	-0.000327007125018662	-0.00755678205174102	-0.00653010041848039	0.00755678205174102	-0.000372667383223299	0.00722977492672236
430.04	-0.000305695117507408	-0.00748626815202752	-0.00650585229775526	0.00748626815202752	-0.000369025619257445	0.00718057303452011
432.26	-0.000285845648997222	-0.00741713703906496	-0.00648016496520419	0.00741713703906496	-0.000365280775866326	0.00713129139006774
434.48	-0.000267391774441564	-0.00734932487333075	-0.00645309300137979	0.00734932487333075	-0.000361448323067831	0.00708193309888919
436.7	-0.000250266548793894	-0.00728276781530232	-0.00642469098683468	0.00728276781530232	-0.000357543730879848	0.00703250126650842
438.92	-0.000234403027007669	-0.00721740202545708	-0.00639501350212148	0.00721740202545708	-0.000353582469320266	0.00698299899844941
441.14	-0.00021973426403635	-0.00715316366427246	-0.00636411512779279	0.00715316366427246	-0.000349580008406973	0.00693342940023611
443.36	-0.000206193314833396	-0.00708998889222589	-0.00633205044440124	0.00708998889222589	-0.000345551818157856	0.00688379557739249
445.58	-0.000193713234352266	-0.00702781386979477	-0.00629887403249943	0.00702781386979477	-0.000341513368590805	0.0068341006354425
447.8	-0.000182227077546419	-0.00696657475745654	-0.00626464047263999	0.00696657475745654	-0.000337480129723707	0.00678434767991012
450.02	-0.000171667899369315	-0.00690620771568861	-0.00622940434537553	0.00690620771568861	-0.000333467571574451	0.00673453981631929
452.24	-0.000161968754774412	-0.0068466489049684	-0.00619322023125865	0.0068466489049684	-0.000329491164160924	0.00668468015019399
454.46	-0.000153062698715171	-0.00678783448577334	-0.00615614271084198	0.00678783448577334	-0.000325566377501015	0.00663477178705817
456.68	-0.000144882786145049	-0.00672970061858085	-0.00611822636467814	0.00672970061858085	-0.000321708681612613	0.0065848178324358
458.9	-0.000137362072017508	-0.00667218346386835	-0.00607952577331973	0.00667218346386835	-0.000317933546513606	0.00653482139185084
461.12	-0.000130433611286004	-0.00661521918211325	-0.00604009551731936	0.00661521918211325	-0.000314256442221881	0.00648478557082725
463.34	-0.000124030458903999	-0.00655874393379299	-0.00599999017722967	0.00655874393379299	-0.000310692838755327	0.00643471347488899
465.56	-0.000118085669824951	-0.00650269387938498	-0.00595926433360325	0.00650269387938498	-0.000307258206131832	0.00638460820956003
467.78	-0.00011253229900232	-0.00644700517936665	-0.00591797256699273	0.00644700517936665	-0.000303968014369285	0.00633447288036433
470	-0.000107303401389564	-0.00639161399421541	-0.00587616945795071	0.00639161399421541	-0.000300837733485573	0.00628431059282585
472.22	-0.000102342106149346	-0.00633646865035945	-0.00583390487692485	0.00633646865035945	-0.0002978795611359	0.0062341265442101
474.44	-9.76318392811358e-05	-0.00628156613802996	-0.00579120985394296	0.00628156613802996	-0.000295092605524725	0.00618393429874882
476.66	-9.31661009936072e-05	-0.00622691561340891	-0.00574811070892788	0.00622691561340891	-0.000292472702493821	0.0061337495124153
478.88	-8.89383914954331e-05	-0.00617252623267826	-0.00570463376180243	0.00617252623267826	-0.000290015687884964	0.00608358784118283
481.1	-8.49422109952872e-05	-0.00611840715201997	-0.00566080533248947	0.00611840715201997	-0.000287717397539926	0.00603346494102468
483.32	-8.11710597018424e-05	-0.006064567527616	-0.00561665174091183	0.006064567527616	-0.000285573667300483	0.00598339646791416
485.54	-7.76184378237722e-05	-0.00601101651564831	-0.00557219930699236	0.00601101651564831	-0.000283580333008407	0.00593339807782454
487.76	-7.42778455697497e-05	-0.00595776327229887	-0.00552747435065389	0.00595776327229887	-0.000281733230505474	0.00588348542672912
489.98	-7.11427831484483e-05	-0.00590481695374962	-0.00548250319181927	0.00590481695374962	-0.000280028195633457	0.00583367417060117
492.2	-6.82067507685411e-05	-0.00585218671618254	-0.00543731215041133	0.00585218671618254	-0.00027846106423413	0.005783979965414
494.42	-6.54632486387015e-05	-0.00579988171577959	-0.00539192754635292	0.00579988171577959	-0.000277027672149267	0.00573441846714089
496.64	-6.29057769676026e-05	-0.00574791110872272	-0.00534637569956687	0.00574791110872272	-0.000275723855220642	0.00568500533175511
498.86	-6.05278359639179e-05	-0.00569628405119389	-0.00530068292997603	0.00569628405119389	-0.000274545449290029	0.00563575621522998
501.08	-5.83229258363204e-05	-0.00564500969937508	-0.00525487555750323	0.00564500969937508	-0.000273488290199203	0.00558668677353876
503.3	-5.62845467934834e-05	-0.00559409720944823	-0.00520897990207132	0.00559409720944823	-0.000272548213789937	0.00553781266265474
505.52	-5.44061990440804e-05	-0.00554355573759531	-0.00516302228360314	0.00554355573759531	-0.000271721055904005	0.00548914953855123
507.74	-5.26813827967844e-05	-0.00549339443999827	-0.00511702902202152	0.00549339443999827	-0.000271002652383181	0.00544071305720149
509.96	-5.11035982602688e-05	-0.00544362247283909	-0.00507102643724931	0.00544362247283909	-0.000270388839069239	0.00539251887457882
512.18	-4.96663456432068e-05	-0.00539424899229972	-0.00502504084920935	0.00539424899229972	-0.000269875451803954	0.00534458264665651
514.4	-4.83631251542716e-05	-0.00534528315456212	-0.00497909857782448	0.00534528315456212	-0.000269458326429099	0.00529692002940785
516.62	-4.71874370021366e-05	-0.00529673411580825	-0.00493322594301753	0.00529673411580825	-0.000269133298786449	0.00524954667880612
518.84	-4.6132781395475e-05	-0.00524861103222008	-0.00488744926471135	0.00524861103222008	-0.000268896204717777	0.0052024782508246
521.06	-4.519265854296e-05	-0.00520092305997956	-0.00484179486282878	0.00520092305997956	-0.000268742880064857	0.0051557304014366
523.28	-4.43605686532649e-05	-0.00515367935526865	-0.00479628905729266	0.00515367935526865	-0.000268669160669464	0.00510931878661539
525.5	-4.36300119350629e-05	-0.00510688907426932	-0.00475095816802582	0.00510688907426932	-0.000268670882373371	0.00506325906233426
527.72	-4.29944885970274e-05	-0.00506056137316352	-0.00470582851495112	0.00506056137316352	-0.000268743881018353	0.0050175668845665
